time_period,time_identifier,geographic_level,country_code,country_name,version,school_characteristic,breakdown,characteristic_gender,characteristic_ethnic_major,characteristic_ethnic_minor,characteristic_free_school_meals,Characteristic_sen_status,Characteristic_primary_need,Characteristic_all_primary_need,characteristic_sen_description,characteristic_disadvantage,characteristic_first_language,characteristic_admission_type,characteristic_religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_CI_low,p8score_CI_upp
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,193,13991,656333.75,46.9,13907,99.4,5797,41.4,9694,69.3,4088,29.2,1358,9.7,2465,17.6,55578.86,3.97,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Total,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,196,852,23414.75,27.5,767,90,86,10.1,209,24.5,45,5.3,14,1.6,27,3.2,1850.52,2.17,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in highly selective areas,Total,194,15053,662408.5,44,14921,99.1,5375,35.7,9405,62.5,3733,24.8,1137,7.6,2178,14.5,55382.64,3.68,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN description,Boys,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,selective schools,Total,104,11687,853614.35,73,11679,99.9,11177,95.6,11652,99.7,9072,77.6,7647,65.4,8702,74.5,80979.11,6.93,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2242,6935,194580.25,28.1,6204,89.5,857,12.4,1850,26.7,562,8.1,180,2.6,298,4.3,15687.78,2.26,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in highly selective areas,Total,184,2205,113691.38,51.6,2183,99,1093,49.6,1608,72.9,1020,46.3,444,20.1,719,32.6,9955.1,4.51,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Total,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,210,4382,150027.38,34.2,4315,98.5,641,14.6,1490,34,559,12.8,99,2.3,229,5.2,11873.08,2.71,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Total,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2499,9658,265733.76,27.5,8503,88,1161,12,2470,25.6,790,8.2,258,2.7,420,4.3,21176.05,2.19,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in other areas,Total,2699,204214,9796105.08,48,202075,99,93880,46,141502,69.3,64807,31.7,30203,14.8,45398,22.2,846150.98,4.14,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,selective schools,Total,104,11692,881054.43,75.4,11688,100,11366,97.2,11670,99.8,9707,83,8913,76.2,9573,81.9,84023.26,7.19,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2746,217634,11952597.02,54.9,216411,99.4,124453,57.2,172529,79.3,105045,48.3,58757,27,82071,37.7,1049197.56,4.82,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,selective schools,Total,161,3576,276508.43,77.3,3574,99.9,3500,97.9,3569,99.8,2924,81.8,2737,76.5,2892,80.9,26564.1,7.43,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,selective schools,Total,103,1659,129438.91,78,1657,99.9,1628,98.1,1655,99.8,1396,84.1,1338,80.7,1385,83.5,12460.82,7.51,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,selective schools,Total,23,37,2681.5,72.5,37,100,34,91.9,37,100,32,86.5,24,64.9,32,86.5,258.8,6.99,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in highly selective areas,Total,33,60,2902.75,48.4,59,98.3,27,45,41,68.3,17,28.3,9,15,14,23.3,244.34,4.07,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Total,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2835,425750,22497852.82,52.8,422974,99.3,231126,54.3,328755,77.2,183497,43.1,95483,22.4,136886,32.2,1972254.23,4.63,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in other areas,Total,274,525,22371.5,42.6,506,96.4,193,36.8,302,57.5,181,34.5,66,12.6,100,19,1962.64,3.74,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in highly selective areas,Total,204,4319,209516.88,48.5,4248,98.4,1919,44.4,2886,66.8,1688,39.1,715,16.6,1126,26.1,18290.63,4.23,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in other areas,Total,2451,43070,2059443.22,47.8,42185,97.9,19282,44.8,28523,66.2,18795,43.6,7842,18.2,11839,27.5,183980.84,4.27,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in highly selective areas,Total,22,35,1619.75,46.3,34,97.1,15,42.9,23,65.7,9,25.7,4,11.4,7,20,135.66,3.88,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in other areas,Total,2724,85078,4311323.68,50.7,83585,98.2,41683,49,59475,69.9,42494,49.9,19981,23.5,29075,34.2,387063.1,4.55,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,194,14647,668847.5,45.7,14524,99.2,5714,39,9620,65.7,4013,27.4,1342,9.2,2419,16.5,56438.03,3.85,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,selective schools,Total,104,11929,894526.05,75,11918,99.9,11556,96.9,11892,99.7,9743,81.7,8933,74.9,9605,80.5,85117.09,7.14,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2723,39241,1681125.05,42.8,38508,98.1,12617,32.2,21689,55.3,12448,31.7,4617,11.8,7586,19.3,140966.34,3.59,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in other areas,Total,255,456,22100.88,48.5,444,97.4,201,44.1,299,65.6,211,46.3,90,19.7,129,28.3,1935.76,4.25,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,192,2555,91006.25,35.6,2496,97.7,502,19.6,1086,42.5,397,15.5,70,2.7,173,6.8,7415.8,2.9,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,selective schools,Total,97,433,29659.38,68.5,433,100,393,90.8,426,98.4,300,69.3,235,54.3,278,64.2,2773.79,6.41,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,selective schools,Total,11,15,1127,75.1,15,100,15,100,15,100,9,60,9,60,9,60,103.99,6.93,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in highly selective areas,Total,18,25,1283,51.3,25,100,12,48,18,72,8,32,5,20,7,28,108.68,4.35,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2685,38504,1465675.89,38.1,37471,97.3,10039,26.1,18537,48.1,8693,22.6,2530,6.6,4469,11.6,123230.84,3.2,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN description,Girls,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,non-selective schools in highly selective areas,Total,199,14829,755628.65,51,14768,99.6,7009,47.3,11047,74.5,5810,39.2,2501,16.9,4144,27.9,64122.02,4.32,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,non-selective schools in other areas,Total,425,981,44472.38,45.3,950,96.8,394,40.2,601,61.3,392,40,156,15.9,229,23.3,3898.4,3.97,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,198,2630,104687.13,39.8,2592,98.6,627,23.8,1305,49.6,572,21.7,154,5.9,293,11.1,8452.11,3.21,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in highly selective areas,Total,199,14622,710576.4,48.6,14529,99.4,6212,42.5,10108,69.1,5064,34.6,2111,14.4,3547,24.3,59506.87,4.07,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,210,28869,1389711.15,48.1,28669,99.3,12404,43,20049,69.4,9533,33,3748,13,6399,22.2,117556.57,4.07,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,selective schools,Total,158,909,63273.15,69.6,908,99.9,838,92.2,900,99,659,72.5,547,60.2,624,68.6,5932.47,6.53,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in other areas,Total,2454,42008,2251880.46,53.6,41400,98.6,22401,53.3,30952,73.7,23699,56.4,12139,28.9,17236,41,203082.26,4.83,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,English,selective schools,Total,163,21156,1547287.74,73.1,21134,99.9,20223,95.6,21071,99.6,16599,78.5,14423,68.2,16074,76,146522.59,6.93,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2835,412080,21569197.02,52.3,408660,99.2,220167,53.4,312249,75.8,172291,41.8,91152,22.1,129778,31.5,1888233.22,4.58,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Total,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,selective schools,Total,157,1328,88013.51,66.3,1319,99.3,1161,87.4,1300,97.9,744,56,598,45,692,52.1,8001.5,6.03,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2699,209305,10412243.91,49.7,207295,99,103316,49.4,151790,72.5,75090,35.9,35581,17,52868,25.3,908863.62,4.34,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in other areas,Total,2834,403766,20360201.9,50.4,400104,99.1,200746,49.7,292399,72.4,150546,37.3,78162,19.4,112529,27.9,1761468.9,4.36,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,English,selective schools,Total,104,10731,797573.91,74.3,10721,99.9,10358,96.5,10696,99.7,8697,81,7898,73.6,8557,79.7,75710.96,7.06,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,199,14222,720863.65,50.7,14145,99.5,6690,47,10429,73.3,5520,38.8,2406,16.9,3980,28,61118.54,4.3,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,selective schools,Total,92,476,33613.77,70.6,475,99.8,445,93.5,474,99.6,359,75.4,312,65.5,346,72.7,3158.68,6.64,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2828,77745,3146800.94,40.5,75979,97.7,22656,29.1,40226,51.7,21141,27.2,7147,9.2,12055,15.5,264197.18,3.4,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,SEN status,Total,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,210,28820,1411962.4,49,28675,99.5,12806,44.4,20741,72,9898,34.3,3859,13.4,6609,22.9,119700.88,4.15,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in highly selective areas,Total,210,29675,1372984.9,46.3,29450,99.2,11587,39,19513,65.8,8797,29.6,3248,10.9,5725,19.3,114889.51,3.87,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,selective schools,Total,33,52,3808.5,73.2,52,100,49,94.2,52,100,41,78.8,33,63.5,41,78.8,362.79,6.98,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,selective schools,Total,104,11946,869805.47,72.8,11934,99.9,11378,95.2,11900,99.6,9162,76.7,7713,64.6,8778,73.5,82399.92,6.9,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,209,5185,195693.38,37.7,5088,98.1,1129,21.8,2391,46.1,969,18.7,224,4.3,466,9,15867.91,3.06,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2699,247809,11877919.8,47.9,244766,98.8,113355,45.7,170327,68.7,83783,33.8,38111,15.4,57337,23.1,1032094.46,4.16,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2746,202775,11156953.11,55,201365,99.3,116851,57.6,160459,79.1,97201,47.9,55571,27.4,76910,37.9,979369.6,4.83,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,selective schools,Total,163,23875,1764331.52,73.9,23852,99.9,22934,96.1,23792,99.7,18905,79.2,16646,69.7,18383,77,167517.01,7.02,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,199,16852,825550.78,49,16737,99.3,7317,43.4,11734,69.6,6092,36.2,2560,15.2,4273,25.4,69570.65,4.13,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,104,12379,899464.85,72.7,12367,99.9,11771,95.1,12326,99.6,9462,76.4,7948,64.2,9056,73.2,85173.71,6.88,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Girls,WHITE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3045,201296,10700182.54,53.2,199654,99.2,108395,53.8,152139,75.6,86440,42.9,50031,24.9,68636,34.1,929058.1,4.62,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,104,12405,928139.82,74.8,12393,99.9,12001,96.7,12366,99.7,10102,81.4,9245,74.5,9951,80.2,88275.77,7.12,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,OTHER,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1508,5326,256538.41,48.2,5156,96.8,2478,46.5,3554,66.7,2388,44.8,1086,20.4,1599,30,23147.25,4.35,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2835,489825,24715997.96,50.5,484639,98.9,242823,49.6,352475,72,193432,39.5,98299,20.1,141833,29,2152430.4,4.39,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Girls,CHINESE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,644,997,69860.02,70.1,995,99.8,841,84.4,940,94.3,710,71.2,571,57.3,651,65.3,6562.5,6.58,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1829,15936,740727.77,46.5,15728,98.7,6568,41.2,10401,65.3,6559,41.2,2349,14.7,3871,24.3,64825.68,4.07,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Girls,BLACK,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1864,16340,868035.28,53.1,16192,99.1,8570,52.4,12158,74.4,9154,56,4273,26.2,6420,39.3,77345.29,4.73,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Girls,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1353,4538,198328.89,43.7,4162,91.7,1878,41.4,2765,60.9,1551,34.2,788,17.4,1136,25,17171.13,3.78,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,CHINESE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,642,945,62559.52,66.2,940,99.5,719,76.1,847,89.6,548,58,410,43.4,493,52.2,5795.92,6.13,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,210,34054,1585404.53,46.6,33757,99.1,13533,39.7,22440,65.9,10502,30.8,3972,11.7,6865,20.2,133424.48,3.92,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,163,24784,1827604.67,73.7,24760,99.9,23772,95.9,24692,99.6,19564,78.9,17193,69.4,19007,76.7,173449.48,7,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Girls,ASIAN,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2177,29561,1705906.82,57.7,29376,99.4,18414,62.3,23757,80.4,17586,59.5,10504,35.5,13907,47,154202.72,5.22,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in highly selective areas,Total,181,2114,95825.5,45.3,2065,97.7,826,39.1,1278,60.5,668,31.6,271,12.8,407,19.3,8335.53,3.94,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Total,CHINESE,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1105,1942,132419.54,68.2,1935,99.6,1560,80.3,1787,92,1258,64.8,981,50.5,1144,58.9,12358.42,6.36,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,194,17202,759853.75,44.2,17020,98.9,6216,36.1,10706,62.2,4410,25.6,1412,8.2,2592,15.1,63853.83,3.71,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Boys,ASIAN,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2193,30540,1616080.93,52.9,30237,99,17130,56.1,23008,75.3,14083,46.1,7251,23.7,10017,32.8,144344.95,4.73,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1964,9431,395971.14,42,8591,91.1,3658,38.8,5500,58.3,2950,31.3,1444,15.3,2088,22.1,34396.38,3.65,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,3225,410958,22301397.39,54.3,407543,99.2,235908,57.4,323478,78.7,182925,44.5,104809,25.5,143586,34.9,1967319.99,4.79,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2980,41504,1586404.52,38.2,40402,97.3,10934,26.3,20049,48.3,9390,22.6,2835,6.8,4920,11.9,133424.25,3.21,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Total,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3066,272274,14608828.15,53.7,269685,99,148904,54.7,206503,75.8,125847,46.2,71993,26.4,98720,36.3,1279490.77,4.7,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Girls,Total,Total,Total,Total,Visual Impairment,All Primary Need,Total,Total,Total,Total,Total,403,475,21398,45,444,93.5,183,38.5,287,60.4,163,34.3,73,15.4,106,22.3,1823.24,3.84,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3014,278365,13548234.4,48.7,274721,98.7,131405,47.2,193499,69.5,97660,35.1,47471,17.1,68986,24.8,1182006.72,4.25,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,3225,550639,28157062.55,51.1,544406,98.9,280309,50.9,400002,72.6,223507,40.6,119464,21.7,167706,30.5,2461497.49,4.47,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Girls,Total,Total,Total,Total,Severe Learning Difficulty,All Primary Need,Total,Total,Total,Total,Total,422,844,3031.25,3.6,100,11.8,11,1.3,22,2.6,10,1.2,5,0.6,5,0.6,224.3,0.27,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,3214,454620,23280628.54,51.2,450693,99.1,232556,51.2,332983,73.2,175942,38.7,95833,21.1,134328,29.5,2022890.64,4.45,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,3203,83855,3405838.47,40.6,81977,97.8,24623,29.4,43517,51.9,22769,27.2,7918,9.4,13145,15.7,286002.05,3.41,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Boys,Total,Total,Total,Total,Autistic Spectrum Disorder,All Primary Need,Total,Total,Total,Total,Total,2686,8458,255308.75,30.2,6218,73.5,1867,22.1,3201,37.8,1118,13.2,467,5.5,721,8.5,21365.31,2.53,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,State-funded mainstream,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,3016,42351,1819433.95,43,41575,98.2,13689,32.3,23468,55.4,13379,31.6,5083,12,8225,19.4,152577.8,3.6,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Boys,Total,Total,Total,Total,Visual Impairment,All Primary Need,Total,Total,Total,Total,Total,483,560,23452.5,41.9,513,91.6,208,37.1,324,57.9,126,22.5,54,9.6,81,14.5,1990.11,3.55,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Girls,Total,Total,Total,Total,Other Difficulty/Disability,All Primary Need,Total,Total,Total,Total,Total,827,1643,64430,39.2,1553,94.5,429,26.1,753,45.8,367,22.3,147,8.9,226,13.8,5293.38,3.22,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Girls,Total,Total,Total,Total,Hearing Impairment,All Primary Need,Total,Total,Total,Total,Total,703,924,42099.88,45.6,875,94.7,331,35.8,558,60.4,280,30.3,140,15.2,205,22.2,3525.95,3.82,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Boys,Total,Total,Total,Total,Specific Learning Difficulty,All Primary Need,Total,Total,Total,Total,Total,2478,9479,341005.75,36,9210,97.2,1701,17.9,3763,39.7,1208,12.7,317,3.3,577,6.1,27874.93,2.94,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Girls,Total,Total,Total,Total,Moderate Learning Difficulty,All Primary Need,Total,Total,Total,Total,Total,2210,6707,178163.25,26.6,5731,85.4,482,7.2,1238,18.5,774,11.5,114,1.7,253,3.8,13642.96,2.03,:,:,:,:,:
